resource,document,pagerank
http://dbpedia.org/resource/IndiePub,http://dbpedia.org/resource/IndiePub,"0.00022790767425411203"
http://dbpedia.org/resource/Health_Insurance,http://dbpedia.org/resource/Health_Insurance,"0.0003343327713800994"
http://dbpedia.org/resource/René_Svendsen-Tune,http://dbpedia.org/resource/René_Svendsen-Tune,"0.00024940769387552365"
http://dbpedia.org/resource/Anders_Hedegaard,http://dbpedia.org/resource/Anders_Hedegaard,"0.00024940769387552365"
http://dbpedia.org/resource/Public_company,"A public company is a company whose ownership is organized via shares of stock which are intended to be freely traded on a stock exchange or in over-the-counter markets. A public (publicly traded) company can be listed on a stock exchange (listed company), which facilitates the trade of shares, or not (unlisted public company). In some jurisdictions, public companies over a certain size must be listed on an exchange. In most cases, public companies are private enterprises in the private sector, and ""public"" emphasizes their reporting and trading on the public markets. Public companies are formed within the legal systems of particular states, and therefore have associations and formal designations which are distinct and separate in the polity in which they reside. In the United States, for example, a public company is usually a type of corporation (though a corporation need not be a public company), in the United Kingdom it is usually a public limited company (plc), in France a ""société anonyme"" (SA), and in Germany an Aktiengesellschaft (AG). While the general idea of a public company may be similar, differences are meaningful, and are at the core of international law disputes with regard to industry and trade.","0.0029253663123344426"
http://dbpedia.org/resource/Computer_and_video_game_industry,http://dbpedia.org/resource/Computer_and_video_game_industry,"0.0004901447231706636"
http://dbpedia.org/resource/Digital_distribution,"Digital distribution, also referred to as content delivery, online distribution, or electronic software distribution, among others, is the delivery or distribution of digital media content such as audio, video, e-books, video games, and other software. The term is generally used to describe distribution over an online delivery medium, such as the Internet, thus bypassing physical distribution methods, such as paper, optical discs, and VHS videocassettes. The term online distribution is typically applied to freestanding products; downloadable add-ons for other products are more commonly known as downloadable content. With the advancement of network bandwidth capabilities, online distribution became prominent in the 21st century, with prominent platforms such as Amazon Video, and Netflix's streaming service starting in 2007. Content distributed online may be streamed or downloaded, and often consists of books, films and television programs, music, software, and video games. Streaming involves downloading and using content at a user's request, or ""on-demand"", rather than allowing a user to store it permanently. In contrast, fully downloading content to a hard drive or other forms of storage media may allow offline access in the future. Specialist networks known as content delivery networks help distribute content over the Internet by ensuring both high availability and high performance. Alternative technologies for content delivery include peer-to-peer file sharing technologies. Alternatively, content delivery platforms create and syndicate content remotely, acting like hosted content management systems. Unrelated to the above, the term ""digital distribution"" is also used in film distribution to describe the distribution of content through physical digital media, in opposition to distribution by analog media such as photographic film and magnetic tape (see digital cinema).","0.0002988577390047703"
http://dbpedia.org/resource/Video_game_console,"A video game console is an electronic device that outputs a video signal or image to display a video game that can be played with a game controller. These may be home consoles, which are generally placed in a permanent location connected to a television or other display devices and controlled with a separate game controller, or handheld consoles, which include their own display unit and controller functions built into the unit and which can be played anywhere. Hybrid consoles combine elements of both home and handheld consoles. Video game consoles are a specialized form of a home computer geared towards video game playing, designed with affordability and accessibility to the general public in mind, but lacking in raw computing power and customization. Simplicity is achieved in part through the use of game cartridges or other simplified methods of distribution, easing the effort of launching a game. However, this leads to ubiquitous proprietary formats that creates competition for market share. More recent consoles have shown further confluence with home computers, making it easy for developers to release games on multiple platforms. Further, modern consoles can serve as replacements for media players with capabilities to play films and music from optical media or streaming media services. Video game consoles are usually sold on a 5-7 year cycle called a generation, with consoles made with similar technical capabilities or made around the same time period grouped into one generation. The industry has developed a razor and blades model: manufacturers often sell consoles at low prices, sometimes at a loss, while primarily making a profit from the licensing fees for each game sold. Planned obsolescence then draws consumers into buying the next console generation. While numerous manufacturers have come and gone in the history of the console market, there have always been two or three dominant leaders in the market, with the current market led by Sony (with their PlayStation brand), Microsoft (with their Xbox brand), and Nintendo (currently producing the Switch console and its lightweight derivative).","0.00034723278315294635"
"http://dbpedia.org/resource/Cincinnati,_Ohio","http://dbpedia.org/resource/Cincinnati,_Ohio","0.0002666077095726529"
http://dbpedia.org/resource/Truviso,"Truviso (pronounced true-VEE-so) is a continuous analytics, venture-backed, startup headquartered in Foster City, California developing and supporting its solution leveraging PostgreSQL, to deliver a proprietary analytics solutions for net-centric customers. Truviso was acquired by Cisco Systems, Inc. on May 4, 2012.","0.00022790767425411203"
http://www.truviso.com,http://www.truviso.com,"0.0002666077095726529"
"http://dbpedia.org/resource/Foster_City,_California","Foster City is a city located in San Mateo County, California. The 2020 census put the population at 33,805, an increase of more than 10% over the 2010 census figure of 30,567. Foster City is sometimes considered to be part of Silicon Valley for its local industry and its proximity to Silicon Valley cities. Foster City is one of the United States’ safest cities, with an average of one murder per decade.","0.0002666077095726529"
http://dbpedia.org/resource/Michael_J._Franklin,"Michael Jay Franklin is an American software entrepreneur and computer scientist specializing in distributed and streaming database technology. He is Liew Family Chair of Computer Science and Chairman for the Department of Computer Science at the University of Chicago. Professor Franklin was the top cited scholar in the field of databases, according to the 2022 AI 2000 records.","0.0002666077095726529"
http://dbpedia.org/resource/Software_industry,"The software industry includes businesses for development, maintenance and publication of software that are using different business models, mainly either ""license/maintenance based"" (on-premises) or ""Cloud based"" (such as SaaS, PaaS, IaaS, MBaaS, MSaaS, DCaaS etc.). The industry also includes software services, such as training, documentation, consulting and data recovery. The software and computer services industry spends more than 11% of its net sales for Research & Development which is in comparison with other industries the second highest share after pharmaceuticals & biotechnology.","0.00028810772919406446"
http://dbpedia.org/resource/Portuguese_East_India_Company,"The Portuguese East India Company (Portuguese: Companhia do commércio da Índia or Companhia da Índia Oriental) was a short-lived and ill-fated attempt by Philip III of Portugal, to create a chartered company to ensure the security of their interests in India, in the face of the mounting pressure and influence by their rivals; the Dutch East India Company and the English East India Company, following the personal union of the Portuguese and Spanish Crowns.","0.00022790767425411203"
http://dbpedia.org/resource/Guy_Nora,http://dbpedia.org/resource/Guy_Nora,"0.00024528683284104255"
http://dbpedia.org/resource/Pharmaceutical_intermediates,http://dbpedia.org/resource/Pharmaceutical_intermediates,"0.0002601577036862294"
http://dbpedia.org/resource/Casa_da_Índia,"The Casa da Índia (Portuguese pronunciation: [ˈkazɐ dɐ ˈĩdiɐ], English: India House or House of India) was a Portuguese state-run commercial organization during the Age of Discovery. It regulated international trade and the Portuguese Empire's territories, colonies, and factories across Asia and Africa. Central to the Casa da Índia's objectives was the establishment and protection of a Portuguese mare clausum (total control of the seas) in the Atlantic Ocean, Indian Ocean, Arabian sea, and the Indies. It was founded by King Manuel I of Portugal in 1500 to direct Portugal's monopoly of the spice trade and to manage royal policy for Portuguese India. Following 1503, it absorbed the Casa da Guiné e Mina, an organization founded by Prince Henry the Navigator in 1443, which operated under a similar mandate for Portuguese Africa, thus making the Casa da Índia responsible for the regulation of all Portuguese imperial trade, the administration of Portuguese trade posts and military bases in Asia and Africa, and protection of the Portuguese Crown's commercial interests. Founded with the intent of protecting Portugal's monopoly on the spice trade, the Casa da Índia began financing and organizing the Portuguese India Armadas in 1497, annual armadas of galleons, carracks, and caravels transporting commodities, like gold, ivory, and spices, between Lisbon and the Portuguese trade posts and colonies across Africa and Asia. The Casa da Índia sponsored numerous famous Portuguese navigators, including Vasco da Gama (who discovered the sea route to India), Pedro Álvares Cabral (who discovered Brazil), and Afonso de Albuquerque (who established Portuguese hegemony in the Indian Ocean). Throughout the 15th and 16th centuries, the Casa da Índia rapidly grew into an economically powerful institution, playing a crucial role in the financing of the Portuguese discoveries and expeditions throughout West Africa, East Africa, the Middle East, India, and the East Indies. The Casa da Índia similarly played an important role in the development of modern cartography, patronizing the Padrão Real, one of the first early world maps. From its origins in the 1400s until its dissolution in 1833, the Casa da Índia's principal objectives changed with time, as did its relationships with the Crown of Portugal and the imperial administration. Following 1642, it lost all of its trade monopolies on gold, silver, ivory, spices, and other precious commodities, transforming the organization's purview to solely a trade regulator and customs agency. Following the destruction of its Ribeira Palace headquarters and facilities in the Great Lisbon Earthquake of 1755, the Casa da Índia grew increasingly obsolete in relation to Portugal's transforming trade and colonial policies, leading to most of its functions being slowly absorbed into ministries and agencies of the Portuguese government until its final dissolution in 1833.","0.0002666077095726529"
http://dbpedia.org/resource/Philip_III_of_Portugal,http://dbpedia.org/resource/Philip_III_of_Portugal,"0.0002666077095726529"
http://dbpedia.org/resource/International_trade,"International trade is the exchange of capital, goods, and services across international borders or territories because there is a need or want of goods or services. (see: World economy) In most countries, such trade represents a significant share of gross domestic product (GDP). While international trade has existed throughout history (for example Uttarapatha, Silk Road, Amber Road, scramble for Africa, Atlantic slave trade, salt roads), its economic, social, and political importance has been on the rise in recent centuries. Carrying out trade at an international level is a complex process when compared to domestic trade. When trade takes place between two or more states factors like currency, government policies, economy, judicial system, laws, and markets influence trade. To ease and justify the process of trade between countries of different economic standing in the modern era, some international economic organizations were formed, such as the World Trade Organization. These organizations work towards the facilitation and growth of international trade. Statistical services of intergovernmental and supranational organizations and governmental statistical agencies publish official statistics on international trade.","0.0002666077095726529"
http://dbpedia.org/resource/Portuguese_Empire,"The Portuguese Empire (Portuguese: Império Português), also known as the Portuguese Overseas (Ultramar Português) or the Portuguese Colonial Empire (Império Colonial Português), was composed of the overseas colonies, factories, and the later overseas territories governed by Portugal. It was one of the longest-lived empires in European history, lasting almost six centuries from the conquest of Ceuta in North Africa, in 1415, to the transfer of sovereignty over Macau to China in 1999. The empire began in the 15th century, and from the early 16th century it stretched across the globe, with bases in and , , and various regions of and . The Portuguese Empire originated at the beginning of the Age of Discovery, and the power and influence of the Kingdom of Portugal would eventually expand across the globe. In the wake of the Reconquista, Portuguese sailors began exploring the coast of Africa and the Atlantic archipelagos in 1418–1419, using recent developments in navigation, cartography, and maritime technology such as the caravel, with the aim of finding a sea route to the source of the lucrative spice-trade. In 1488, Bartolomeu Dias rounded the Cape of Good Hope, and in 1498 Vasco da Gama reached India. In 1500, either by an accidental landfall or by the crown's secret design, Pedro Álvares Cabral reached what would be Brazil. Over the following decades, Portuguese sailors continued to explore the coasts and islands of East Asia, establishing forts and trading posts (factories) as they went. By 1571, a string of naval outposts connected Lisbon to Nagasaki along the coasts of Africa, the Middle East, India, and South Asia. This commercial network and the colonial trade had a substantial positive impact on Portuguese economic growth (1500–1800) when it accounted for about a fifth of Portugal's per-capita income. When King Philip II of Spain (Philip I of Portugal) seized the Portuguese crown in 1580 there began a 60-year union between Spain and Portugal known to subsequent historiography as the Iberian Union. The realms continued to have separate administrations. As the King of Spain was also King of Portugal, Portuguese colonies became the subject of attacks by three rival European powers hostile to Spain: the Dutch Republic, England, and France. With its smaller population, Portugal found itself unable to effectively defend its overstretched network of trading posts, and the empire began a long and gradual decline. Eventually, Brazil became the most valuable colony of the second era of empire (1663–1825), until, as part of the wave of independence movements that swept the Americas during the early 19th century, it broke away in 1822. The third era of empire covers the final stage of Portuguese colonialism after the independence of Brazil in the 1820s. By then, the colonial possessions had been reduced to forts and plantations along the African coastline (expanded inland during the Scramble for Africa in the late 19th century), Portuguese Timor, and enclaves in India (Portuguese India) and China (Portuguese Macau). The 1890 British Ultimatum led to the contraction of Portuguese ambitions in Africa. Under António Salazar (in office 1932–1968), the Estado Novo dictatorship made some ill-fated attempts to cling on to its last remaining colonies. Under the ideology of pluricontinentalism, the regime renamed its colonies ""overseas provinces"" while retaining the system of forced labour, from which only a small indigenous élite was normally exempt. In August 1961, the Dahomey annexed the Fort of São João Baptista de Ajudá, and in December that year India annexed Goa, Daman, and Diu. The Portuguese Colonial War in Africa lasted from 1961 until the final overthrow of the Estado Novo regime in 1974. The Carnation Revolution of April 1974 in Lisbon led to the hasty decolonization of Portuguese Africa and to the 1975 annexation of Portuguese Timor by Indonesia. Decolonization prompted the exodus of nearly all the Portuguese colonial settlers and of many mixed-race people from the colonies. Portugal returned Macau to China in 1999. The only overseas possessions to remain under Portuguese rule, the Azores and Madeira, both had overwhelmingly Portuguese populations, and Lisbon subsequently changed their constitutional status from ""overseas provinces"" to ""autonomous regions"". The Community of Portuguese Speaking Countries (CPLP) is the cultural successor of the Empire.","0.0002666077095726529"
